"1";"KSaiydT";"0";"237";"0";"0";"0";"0";"0";"0";"0";"0";"0";"jp"
"2";"serpent849";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"pt"
"3";"serpent849";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"pt"
"4";"serpent849";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0";"0";"pt"
"5";"serpent849";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"pt"
"6";"serpent849";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0";"1332018362";"pt"
"7";"serpent849";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"1332018782";"pt"
"8";"serpent849";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0";"1332022321";"pt"
"9";"serpent849";"0";"0";"0";"0";"0";"0";"0";"0";"20";"0";"1332026762";"pt"
"10";"CristinaNorway";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1332027061";"de"
"11";"ararara_";"0";"0";"0";"0";"0";"0";"0";"0";"40";"0";"1332033242";"jp"
"12";"Little_strokes";"101";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1332036602";"en"
"13";"serpent849";"0";"0";"0";"0";"0";"0";"0";"0";"20";"0";"1332036602";"pt"
"14";"serpent849";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1332041161";"pl"
"15";"gabreeb";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1332048542";"es"
"16";"satsuki_055";"0";"42";"0";"0";"0";"0";"0";"0";"0";"0";"1332049561";"jp"
"17";"Kentarosu1";"0";"0";"0";"0";"0";"0";"0";"0";"15";"0";"1332050882";"jp"
"18";"peterjcarroll";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1332051361";"es"
"19";"peterjcarroll";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1332052322";"eo"
"20";"Kentarosu1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1332052982";"jp"
"21";"peterjcarroll";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1332053582";"es"
"22";"Kentarosu1";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"1332053821";"jp"
"23";"CristinaNorway";"74";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1332058381";"de"
"24";"xatlasm";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1332059401";"jp"
"25";"ararara_";"0";"0";"0";"0";"0";"0";"0";"0";"71";"0";"1332061861";"jp"
"27";"ACEfanatic02";"0";"188";"0";"0";"0";"0";"0";"0";"0";"0";"1332066722";"jp"
"28";"hanikamiya";"0";"190";"0";"0";"0";"0";"0";"0";"0";"0";"1332067262";"jp"
"29";"AnyaPop";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1332068462";"it"
"30";"AnyaPop";"7.5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1332068462";"it"
"31";"serpent849";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1332068941";"pt"
"32";"greenisgo";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1332070322";"jp"
"33";"RichardMedh";"55";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1332074042";"jp"
"34";"greenisgo";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1332074762";"jp"
"35";"serpent849";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"1332076381";"pt"
"36";"serpent849";"0";"0";"0";"0";"0";"0";"0";"0";"9";"0";"1332076801";"pt"
"37";"sloppier_r";"44";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1332078061";"fr"
"38";"gabreeb";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1332079982";"es"
"39";"hyrulehippie";"0";"0";"0";"0";"0";"0";"0";"0";"0";"65";"1332080581";"jp"
"40";"revenantkioku";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1332082142";"jp"
"41";"sloppier_r";"0";"33";"0";"0";"0";"0";"0";"0";"0";"0";"1332082442";"it"
"42";"lhiemenz";"0";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1332084122";"es"
